"file_path","label","target","start_sec","duration_sec","rms_dbfs","split","source_dataset","source_folder","source_file"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_8006f3a6c1.mp3","background_other","12","22.0","2.0","-41.688","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_5.재봉틀_S-211124_L_205_L_103_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_d096d412d3.mp3","background_other","12","20.0","2.0","-41.866","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211026_L_201_C_023_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_a9a0b9472a.mp3","background_other","12","10.0","2.0","-30.468","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211101_L_202_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_7f1e121930.mp3","background_other","12","34.0","2.0","-26.587","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_3.모터류_S-211106_L_203_C_007_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_3a77297213.mp3","background_other","12","0.0","2.0","-20.889","val","soundkey_dataset::appliance_sound","Validation/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-210902_L_201_D_012_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_9b1c47d2f2.mp3","background_other","12","26.0","2.0","-44.56","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211127_L_201_C_094_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_85fc88a559.mp3","background_other","12","20.0","2.0","-24.194","test","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211130_L_202_C_001_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_3a77297213.mp3","background_other","12","2.0","2.0","-17.881","val","soundkey_dataset::appliance_sound","Validation/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-210902_L_201_D_012_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_372342fa98.mp3","background_other","12","24.0","2.0","-19.671","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_3.모터류_S-211024_L_203_C_034_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_44291d6f15.mp3","background_other","12","16.0","2.0","-41.439","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_4.타이핑_S-211023_L_204_C_082_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_ff02c75c6e.mp3","background_other","12","26.0","2.0","-18.066","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211101_L_202_D_007_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_87952a2095.mp3","background_other","12","0.0","2.0","-24.096","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211124_L_202_L_017_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_38e1809d4b.mp3","background_other","12","18.0","2.0","-43.759","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211030_L_202_C_044_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_0279e9f6a4.mp3","background_other","12","2.0","2.0","-18.033","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_5.재봉틀_S-211124_L_205_L_059_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_45bcede0fd.mp3","background_other","12","4.0","2.0","-18.972","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_7.프린팅_S-211126_L_207_C_025_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_90f0793121.mp3","background_other","12","10.0","2.0","-40.636","test","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211030_L_201_C_009_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_85edd2c9ba.mp3","background_other","12","26.0","2.0","-37.355","val","soundkey_dataset::appliance_sound","Validation/원본데이터/appliance_sound","AI174_2.가전_4.타이핑_S-211022_L_204_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_e4e15378ef.mp3","background_other","12","8.0","2.0","-43.934","test","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211128_L_201_C_081_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_7652a1ab70.mp3","background_other","12","0.0","2.0","-24.133","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_5.재봉틀_S-211124_L_205_L_032_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_fe2d5a47b4.mp3","background_other","12","0.0","2.0","-24.77","test","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_7.프린팅_S-211025_L_207_C_016_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_893fe03226.mp3","background_other","12","20.0","2.0","-20.617","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_7.프린팅_S-211031_L_207_D_007_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_22458509d5.mp3","background_other","12","4.0","2.0","-15.259","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_3.모터류_S-211029_L_203_C_006_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_ca2d8731ca.mp3","background_other","12","28.0","2.0","-31.069","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211127_L_201_C_115_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_7993927a2c.mp3","background_other","12","10.0","2.0","-32.028","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211024_L_202_C_017_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_820fe4583e.mp3","background_other","12","14.0","2.0","-38.861","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211105_L_202_C_089_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_451fd351cd.mp3","background_other","12","32.0","2.0","-29.517","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_3.모터류_S-211107_L_203_C_060_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_894f34ac95.mp3","background_other","12","12.0","2.0","-39.002","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211026_L_202_C_017_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_44291d6f15.mp3","background_other","12","10.0","2.0","-42.855","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_4.타이핑_S-211023_L_204_C_082_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_625f885b4a.mp3","background_other","12","26.0","2.0","-35.609","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211026_L_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_240035e191.mp3","background_other","12","12.0","2.0","-43.809","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_6.팩스_S-211201_L_206_C_189_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_4006076535.mp3","background_other","12","2.0","2.0","-17.881","train","soundkey_dataset::appliance_sound","Validation/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211022_L_201_C_014_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_8041d22671.mp3","background_other","12","2.0","2.0","-19.037","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_4.타이핑_S-211108_L_204_C_004_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_a9a0b9472a.mp3","background_other","12","8.0","2.0","-40.624","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211101_L_202_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_3dc935299d.mp3","background_other","12","32.0","2.0","-40.864","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211128_L_201_C_077_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_73ae700069.mp3","background_other","12","0.0","2.0","-20.795","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211102_L_202_D_061_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_ae85c6365d.mp3","background_other","12","32.0","2.0","-21.415","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_7.프린팅_S-211031_L_207_D_009_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_d9c4891fa8.mp3","background_other","12","0.0","2.0","-20.894","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211026_L_202_C_015_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_8f8bf513de.mp3","background_other","12","8.0","2.0","-27.346","train","soundkey_dataset::appliance_sound","Validation/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-210809_L_202_D_008_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_7a43f8061b.mp3","background_other","12","10.0","2.0","-43.447","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211024_L_202_C_003_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_9b43aee127.mp3","background_other","12","4.0","2.0","-19.247","test","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_6.팩스_S-211201_L_206_C_061_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_7a7a43ad1a.mp3","background_other","12","34.0","2.0","-19.173","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211115_L_201_C_034_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_a9a0b9472a.mp3","background_other","12","26.0","2.0","-28.246","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211101_L_202_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_65371d1633.mp3","background_other","12","4.0","2.0","-19.31","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_3.모터류_S-211106_L_203_C_010_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_485141d2e8.mp3","background_other","12","8.0","2.0","-34.394","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_4.타이핑_S-211108_L_204_C_006_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_b7fa73b3e4.mp3","background_other","12","0.0","2.0","-20.894","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211101_L_202_D_008_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_a81bedfbbf.mp3","background_other","12","2.0","2.0","-19.037","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_4.타이핑_S-211023_L_204_C_116_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_feccf79f14.mp3","background_other","12","16.0","2.0","-33.312","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211103_L_202_C_032_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_a48783b42d.mp3","background_other","12","22.0","2.0","-32.195","test","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211026_L_202_C_006_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_d0247b933f.mp3","background_other","12","34.0","2.0","-41.084","test","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211129_L_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_2e1c1d61e1.mp3","background_other","12","22.0","2.0","-20.754","test","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211129_L_202_C_044_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_6272b2f6b6.mp3","background_other","12","26.0","2.0","-44.139","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_6.팩스_S-211201_L_206_C_080_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_591d148fbe.mp3","background_other","12","20.0","2.0","-27.885","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211029_L_202_D_014_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_25b4e2fdfa.mp3","background_other","12","2.0","2.0","-18.702","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_3.모터류_S-211030_L_203_D_018_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_9209f9aa13.mp3","background_other","12","22.0","2.0","-31.587","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_7.프린팅_S-211108_L_207_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_37de1ae59b.mp3","background_other","12","4.0","2.0","-16.473","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211026_L_202_C_014_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_4bb04d6221.mp3","background_other","12","22.0","2.0","-26.235","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211111_L_201_C_034_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_eea1d27d2b.mp3","background_other","12","30.0","2.0","-18.854","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211029_L_201_D_126_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_5f8d25c4e2.mp3","background_other","12","22.0","2.0","-36.563","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211128_L_201_C_074_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_f54d4a83e2.mp3","background_other","12","16.0","2.0","-30.522","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_4.타이핑_S-211022_L_204_C_063_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_1a5ec9501e.mp3","background_other","12","30.0","2.0","-27.234","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211115_L_201_C_042_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_dec236e10f.mp3","background_other","12","14.0","2.0","-37.763","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211101_L_202_D_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_b51f5bcad9.mp3","background_other","12","34.0","2.0","-19.756","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211115_L_201_C_046_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_4bb04d6221.mp3","background_other","12","28.0","2.0","-26.487","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211111_L_201_C_034_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_ec504f692d.mp3","background_other","12","18.0","2.0","-43.488","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211127_L_201_C_099_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_e4e15378ef.mp3","background_other","12","14.0","2.0","-38.962","test","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211128_L_201_C_081_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_3a6493a2c1.mp3","background_other","12","4.0","2.0","-16.127","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211029_L_202_D_038_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_81c6ae8bbf.mp3","background_other","12","2.0","2.0","-19.372","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_6.팩스_S-211201_L_206_C_130_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_e5aaf6d7e6.mp3","background_other","12","14.0","2.0","-25.803","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_7.프린팅_S-211124_L_207_L_001_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_a66989166e.mp3","background_other","12","18.0","2.0","-11.977","test","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_3.모터류_S-211029_L_203_D_101_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_9b1c47d2f2.mp3","background_other","12","2.0","2.0","-18.901","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211127_L_201_C_094_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_2bde0bd51b.mp3","background_other","12","14.0","2.0","-29.778","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211031_L_202_D_008_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_b9e5358877.mp3","background_other","12","4.0","2.0","-18.243","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211026_L_201_C_010_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_429ca746c0.mp3","background_other","12","4.0","2.0","-19.998","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_4.타이핑_S-211027_L_204_C_012_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_9209f9aa13.mp3","background_other","12","20.0","2.0","-29.927","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_7.프린팅_S-211108_L_207_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_65bbfd25a9.mp3","background_other","12","14.0","2.0","-36.98","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_4.타이핑_S-211022_L_204_C_059_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_da703a5afe.mp3","background_other","12","28.0","2.0","-42.171","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_7.프린팅_S-211030_L_207_C_001_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_edfb64fa81.mp3","background_other","12","8.0","2.0","-20.998","test","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_3.모터류_S-211029_L_203_D_113_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_4f7391dd53.mp3","background_other","12","0.0","2.0","-20.739","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211029_L_202_C_027_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_03ea071be5.mp3","background_other","12","2.0","2.0","-18.36","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211031_L_202_D_020_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_18221fece4.mp3","background_other","12","22.0","2.0","-43.721","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211106_L_202_C_001_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_f9c40f418e.mp3","background_other","12","22.0","2.0","-26.0","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_3.모터류_S-211106_L_203_C_008_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_4f36c4a122.mp3","background_other","12","4.0","2.0","-16.473","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211026_L_202_C_011_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_bac91bc76b.mp3","background_other","12","18.0","2.0","-18.667","test","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_3.모터류_S-211030_L_203_D_011_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_c055158355.mp3","background_other","12","4.0","2.0","-20.725","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_6.팩스_S-211126_L_206_C_015_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_e2e87ad6ee.mp3","background_other","12","8.0","2.0","-40.447","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211023_L_202_C_017_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_8041d22671.mp3","background_other","12","24.0","2.0","-33.194","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_4.타이핑_S-211108_L_204_C_004_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_53626ef599.mp3","background_other","12","8.0","2.0","-42.821","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_7.프린팅_S-211025_L_207_C_020_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_ec504f692d.mp3","background_other","12","26.0","2.0","-41.111","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211127_L_201_C_099_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_f29383081c.mp3","background_other","12","32.0","2.0","-25.903","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211129_L_202_C_041_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_abd5eec6ad.mp3","background_other","12","34.0","2.0","-44.91","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_4.타이핑_S-211023_L_204_C_076_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_2bde0bd51b.mp3","background_other","12","28.0","2.0","-19.671","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211031_L_202_D_008_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_1a1512e29b.mp3","background_other","12","26.0","2.0","-18.615","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211029_L_202_D_022_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_14ed628e1c.mp3","background_other","12","22.0","2.0","-20.218","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_3.모터류_S-211024_L_203_C_038_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_692333c107.mp3","background_other","12","8.0","2.0","-44.307","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211030_L_202_C_033_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_00ebaf94f2.mp3","background_other","12","14.0","2.0","-35.544","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211111_L_201_C_046_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_5f8d25c4e2.mp3","background_other","12","28.0","2.0","-36.41","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_1.가열류_S-211128_L_201_C_074_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_349be48bc6.mp3","background_other","12","34.0","2.0","-18.124","val","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_3.모터류_S-211114_L_203_C_001_0001.mp3"
"datasets\soundkey_balanced_v2\audio\background_other\soundkey_dataset__appliance_sound_b50a1b1879.mp3","background_other","12","14.0","2.0","-33.408","train","soundkey_dataset::appliance_sound","Training/원본데이터/appliance_sound","AI174_2.가전_2.팬류_S-211024_L_202_C_020_0001.mp3"
